"","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","DateTime"
"67375",0.326,0.136,241.03,1.4,0,0,0,2007-02-01 12:18:00
"67376",0.326,0.136,241.12,1.4,0,0,0,2007-02-01 12:19:00
"67377",0.326,0.134,240.62,1.4,0,0,0,2007-02-01 12:20:00
"67378",0.262,0.046,240.8,1.2,0,0,0,2007-02-01 12:21:00
"67379",0.23,0,240.13,1,0,0,0,2007-02-01 12:22:00
"67380",0.23,0,240.02,1,0,0,0,2007-02-01 12:23:00
"67381",0.23,0,240.29,1,0,0,0,2007-02-01 12:24:00
"67382",0.23,0,240.12,1,0,0,0,2007-02-01 12:25:00
"67383",0.23,0,240.44,1,0,0,0,2007-02-01 12:26:00
"67384",0.232,0,241.37,1,0,0,0,2007-02-01 12:27:00
"67385",0.232,0,240.88,1,0,0,0,2007-02-01 12:28:00
"67386",0.232,0,240.69,1,0,0,0,2007-02-01 12:29:00
"67387",0.23,0,240.53,1,0,0,0,2007-02-01 12:30:00
"67388",0.232,0,240.86,1,0,0,0,2007-02-01 12:31:00
"67389",0.232,0,241.09,1,0,0,0,2007-02-01 12:32:00
"67390",0.232,0,240.89,1,0,0,0,2007-02-01 12:33:00
"67391",0.234,0,241.73,1,0,0,0,2007-02-01 12:34:00
"67392",0.234,0,241.73,1,0,0,0,2007-02-01 12:35:00
"67393",0.232,0,240.81,1,0,0,0,2007-02-01 12:36:00
"67394",0.232,0,241.28,1,0,0,0,2007-02-01 12:37:00
"67395",0.234,0,241.36,1,0,0,0,2007-02-01 12:38:00
"67396",0.232,0,241.29,1,0,0,0,2007-02-01 12:39:00
"67397",0.258,0,241.52,1.2,0,0,0,2007-02-01 12:40:00
"67398",0.31,0.11,241.68,1.4,0,0,0,2007-02-01 12:41:00
"67399",0.31,0.11,241.81,1.4,0,0,0,2007-02-01 12:42:00
"67400",0.312,0.114,242.6,1.4,0,0,0,2007-02-01 12:43:00
"67401",0.312,0.114,242.79,1.4,0,0,0,2007-02-01 12:44:00
"67402",0.31,0.11,241.72,1.4,0,0,0,2007-02-01 12:45:00
"67403",0.368,0.168,241.22,1.8,0,0,0,2007-02-01 12:46:00
"67404",0.416,0.238,240.73,2,0,0,0,2007-02-01 12:47:00
"67405",0.408,0.236,240.18,2,0,0,0,2007-02-01 12:48:00
"67406",0.408,0.24,240.85,2,0,0,0,2007-02-01 12:49:00
"67407",0.408,0.246,241.96,2,0,0,0,2007-02-01 12:50:00
"67408",0.404,0.242,241.97,2,0,0,0,2007-02-01 12:51:00
"67409",0.334,0.14,241.7,1.4,0,0,0,2007-02-01 12:52:00
"67410",0.334,0.14,241.46,1.4,0,0,0,2007-02-01 12:53:00
"67411",0.332,0.14,241.55,1.4,0,0,0,2007-02-01 12:54:00
"67412",0.332,0.142,241.69,1.4,0,0,0,2007-02-01 12:55:00
"67413",0.33,0.138,241,1.4,0,0,0,2007-02-01 12:56:00
"67414",0.33,0.14,241.44,1.4,0,0,0,2007-02-01 12:57:00
"67415",0.328,0.14,241.43,1.4,0,0,0,2007-02-01 12:58:00
"67416",0.33,0.144,241.87,1.4,0,0,0,2007-02-01 12:59:00
"67417",0.328,0.144,241.75,1.4,0,0,0,2007-02-01 13:00:00
"67418",0.328,0.142,241.64,1.4,0,0,0,2007-02-01 13:01:00
"67419",0.258,0,242.02,1.2,0,0,0,2007-02-01 13:02:00
"67420",0.234,0,241.53,1,0,0,0,2007-02-01 13:03:00
"67421",0.232,0,241.24,1,0,0,0,2007-02-01 13:04:00
"67422",0.234,0,241.48,1,0,0,0,2007-02-01 13:05:00
"67423",0.232,0,240.55,1,0,0,0,2007-02-01 13:06:00
"67424",0.232,0,240.42,1,0,0,0,2007-02-01 13:07:00
"67425",0.23,0,239.88,1,0,0,0,2007-02-01 13:08:00
"67426",0.23,0,239.49,1,0,0,0,2007-02-01 13:09:00
"67427",0.228,0,238.82,1,0,0,0,2007-02-01 13:10:00
"67428",0.228,0,238.19,1,0,0,0,2007-02-01 13:11:00
"67429",0.228,0,238.19,1,0,0,0,2007-02-01 13:12:00
"67430",0.228,0,238.58,1,0,0,0,2007-02-01 13:13:00
"67431",0.228,0,238.71,1,0,0,0,2007-02-01 13:14:00
"67432",0.228,0,238.24,1,0,0,0,2007-02-01 13:15:00
"67433",0.228,0,238.77,1,0,0,0,2007-02-01 13:16:00
"67434",0.23,0,239.4,1,0,0,0,2007-02-01 13:17:00
"67435",0.23,0,239.48,1,0,0,0,2007-02-01 13:18:00
"67436",0.23,0,239.56,1,0,0,0,2007-02-01 13:19:00
"67437",0.23,0,239.85,1,0,0,0,2007-02-01 13:20:00
"67438",0.232,0,240.43,1,0,0,0,2007-02-01 13:21:00
"67439",0.24,0,240.47,1,0,0,0,2007-02-01 13:22:00
"67440",0.238,0,240.47,1,0,0,0,2007-02-01 13:23:00
"67441",0.238,0,240.5,1,0,0,0,2007-02-01 13:24:00
"67442",0.238,0,240.69,1,0,0,0,2007-02-01 13:25:00
"67443",0.238,0,240.74,1,0,0,0,2007-02-01 13:26:00
"67444",0.312,0.068,241.95,1.6,0,0,0,2007-02-01 13:27:00
"67445",0.422,0.248,242.06,2,0,0,0,2007-02-01 13:28:00
"67446",0.418,0.246,241.72,2,0,0,0,2007-02-01 13:29:00
"67447",0.416,0.248,241.88,2,0,0,0,2007-02-01 13:30:00
"67448",0.416,0.25,242.27,2,0,0,0,2007-02-01 13:31:00
"67449",0.412,0.248,241.79,2,0,0,0,2007-02-01 13:32:00
"67450",0.408,0.246,241.45,2,0,0,0,2007-02-01 13:33:00
"67451",0.404,0.242,240.96,2,0,0,0,2007-02-01 13:34:00
"67452",0.402,0.242,240.98,2,0,0,0,2007-02-01 13:35:00
"67453",0.4,0.24,240.73,1.8,0,0,0,2007-02-01 13:36:00
"67454",0.406,0.238,240.4,2,0,0,0,2007-02-01 13:37:00
"67455",0.396,0.228,240.13,1.8,0,0,0,2007-02-01 13:38:00
"67456",0.332,0.136,240.3,1.4,0,0,0,2007-02-01 13:39:00
"67457",0.33,0.132,239.62,1.4,0,0,0,2007-02-01 13:40:00
"67458",0.328,0.13,239.11,1.4,0,0,0,2007-02-01 13:41:00
"67459",0.328,0.128,238.64,1.4,0,0,0,2007-02-01 13:42:00
"67460",0.248,0,239.75,1,0,0,0,2007-02-01 13:43:00
"67461",0.288,0.052,239.77,1.4,0,0,0,2007-02-01 13:44:00
"67462",0.316,0.122,239.76,1.4,0,1,0,2007-02-01 13:45:00
"67463",0.312,0.12,239.61,1.4,0,1,0,2007-02-01 13:46:00
"67464",0.312,0.12,239.58,1.4,0,1,0,2007-02-01 13:47:00
"67465",0.312,0.116,238.77,1.4,0,2,0,2007-02-01 13:48:00
"67466",0.312,0.116,238.69,1.4,0,1,0,2007-02-01 13:49:00
"67467",0.312,0.116,238.73,1.4,0,1,0,2007-02-01 13:50:00
"67468",0.314,0.118,239.09,1.4,0,2,0,2007-02-01 13:51:00
"67469",0.32,0.12,239.44,1.4,0,1,0,2007-02-01 13:52:00
"67470",0.32,0.12,239.72,1.4,0,2,0,2007-02-01 13:53:00
"67471",0.32,0.12,239.77,1.4,0,1,0,2007-02-01 13:54:00
"67472",0.318,0.12,239.65,1.4,0,1,0,2007-02-01 13:55:00
"67473",0.32,0.124,240.6,1.4,0,2,0,2007-02-01 13:56:00
"67474",0.318,0.122,240.12,1.4,0,1,0,2007-02-01 13:57:00
"67475",0.318,0.122,240.09,1.4,0,1,0,2007-02-01 13:58:00
"67476",0.316,0.122,239.83,1.4,0,2,0,2007-02-01 13:59:00
"67477",0.314,0.12,239.7,1.4,0,1,0,2007-02-01 14:00:00
"67478",0.31,0.124,240.44,1.4,0,1,0,2007-02-01 14:01:00
"67479",0.31,0.128,241.63,1.4,0,2,0,2007-02-01 14:02:00
"67480",0.31,0.13,242.04,1.4,0,1,0,2007-02-01 14:03:00
"67481",0.308,0.128,241.56,1.4,0,1,0,2007-02-01 14:04:00
"67482",0.308,0.126,241.14,1.4,0,1,0,2007-02-01 14:05:00
"67483",0.308,0.128,241.56,1.4,0,2,0,2007-02-01 14:06:00
"67484",0.314,0.13,241.62,1.4,0,1,0,2007-02-01 14:07:00
"67485",0.358,0.17,241.94,1.8,0,1,0,2007-02-01 14:08:00
"67486",0.424,0.268,242.03,2,0,1,0,2007-02-01 14:09:00
"67487",0.42,0.268,242.21,2,0,2,0,2007-02-01 14:10:00
"67488",0.416,0.264,241.55,2,0,1,0,2007-02-01 14:11:00
"67489",0.412,0.258,240.59,2,0,1,0,2007-02-01 14:12:00
"67490",0.39,0.224,240.33,1.8,0,1,0,2007-02-01 14:13:00
"67491",0.376,0.164,240,1.8,0,0,0,2007-02-01 14:14:00
"67492",0.41,0.236,239.9,2,0,0,0,2007-02-01 14:15:00
"67493",0.406,0.236,240.21,2,0,0,0,2007-02-01 14:16:00
"67494",0.404,0.238,240.61,2,0,0,0,2007-02-01 14:17:00
"67495",0.402,0.238,240.42,2,0,0,0,2007-02-01 14:18:00
"67496",0.402,0.238,240.41,1.8,0,0,0,2007-02-01 14:19:00
"67497",0.4,0.24,240.5,1.8,0,0,0,2007-02-01 14:20:00
"67498",0.4,0.242,240.66,1.8,0,0,0,2007-02-01 14:21:00
"67499",0.404,0.24,240.52,2,0,0,0,2007-02-01 14:22:00
"67500",0.402,0.242,240.75,2,0,0,0,2007-02-01 14:23:00
"67501",0.328,0.136,240.43,1.4,0,0,0,2007-02-01 14:24:00
"67502",0.308,0.108,240.81,1.4,0,0,0,2007-02-01 14:25:00
"67503",0.25,0,241.45,1,0,0,0,2007-02-01 14:26:00
"67504",0.24,0,242.08,1,0,0,0,2007-02-01 14:27:00
"67505",0.236,0,241.76,1,0,0,0,2007-02-01 14:28:00
"67506",0.232,0,241.41,1,0,0,0,2007-02-01 14:29:00
"67507",0.232,0,241.65,1,0,0,0,2007-02-01 14:30:00
"67508",0.232,0,241.29,1,0,0,0,2007-02-01 14:31:00
"67509",0.232,0,241.03,1,0,0,0,2007-02-01 14:32:00
"67510",0.232,0,241.45,1,0,0,0,2007-02-01 14:33:00
"67511",0.232,0,241.72,1,0,0,0,2007-02-01 14:34:00
"67512",0.232,0,241.55,1,0,0,0,2007-02-01 14:35:00
"67513",0.232,0,240.8,1,0,0,0,2007-02-01 14:36:00
"67514",0.24,0,241.58,1,0,0,0,2007-02-01 14:37:00
"67515",0.24,0,241.97,1,0,0,0,2007-02-01 14:38:00
"67516",0.24,0,242.58,1,0,0,0,2007-02-01 14:39:00
"67517",0.236,0,243.06,1,0,0,0,2007-02-01 14:40:00
"67518",0.236,0,243,1,0,0,0,2007-02-01 14:41:00
"67519",0.232,0,241.55,1,0,0,0,2007-02-01 14:42:00
"67520",0.234,0,241.81,1,0,0,0,2007-02-01 14:43:00
"67521",0.232,0,241.32,1,0,0,0,2007-02-01 14:44:00
"67522",0.232,0,241.17,1,0,0,0,2007-02-01 14:45:00
"67523",0.232,0,240.75,1,0,0,0,2007-02-01 14:46:00
"67524",0.232,0,240.67,1,0,0,0,2007-02-01 14:47:00
"67525",0.23,0,240.65,1,0,0,0,2007-02-01 14:48:00
"67526",0.276,0,240.59,1.2,0,0,0,2007-02-01 14:49:00
"67527",0.344,0.138,241.1,1.6,0,0,0,2007-02-01 14:50:00
"67528",0.342,0.14,241.75,1.6,0,0,0,2007-02-01 14:51:00
"67529",0.342,0.148,242.98,1.6,0,0,0,2007-02-01 14:52:00
"67530",0.34,0.146,242.85,1.6,0,0,0,2007-02-01 14:53:00
"67531",0.34,0.148,243.24,1.6,0,0,0,2007-02-01 14:54:00
"67532",0.336,0.146,242.64,1.4,0,0,0,2007-02-01 14:55:00
"67533",0.336,0.146,242.56,1.4,0,0,0,2007-02-01 14:56:00
"67534",0.334,0.144,242.32,1.4,0,0,0,2007-02-01 14:57:00
"67535",0.332,0.144,242.27,1.4,0,0,0,2007-02-01 14:58:00
"67536",0.33,0.14,241.43,1.4,0,0,0,2007-02-01 14:59:00
"67537",0.328,0.14,241.24,1.4,0,0,0,2007-02-01 15:00:00
"67538",0.33,0.144,241.91,1.4,0,0,0,2007-02-01 15:01:00
"67539",0.374,0.182,241.82,1.8,0,0,0,2007-02-01 15:02:00
"67540",0.406,0.248,241.68,2,0,0,0,2007-02-01 15:03:00
"67541",0.406,0.248,241.83,2,0,0,0,2007-02-01 15:04:00
"67542",0.352,0.172,242.02,1.6,0,0,0,2007-02-01 15:05:00
"67543",0.31,0.112,241.64,1.4,0,0,0,2007-02-01 15:06:00
"67544",0.308,0.106,240.53,1.4,0,0,0,2007-02-01 15:07:00
"67545",0.308,0.11,241.43,1.4,0,0,0,2007-02-01 15:08:00
"67546",0.306,0.11,241.67,1.4,0,0,0,2007-02-01 15:09:00
"67547",0.304,0.11,241.46,1.4,0,0,0,2007-02-01 15:10:00
"67548",0.304,0.11,241.27,1.4,0,0,0,2007-02-01 15:11:00
"67549",0.3,0.104,240.05,1.4,0,0,0,2007-02-01 15:12:00
"67550",0.302,0.106,240.67,1.4,0,0,0,2007-02-01 15:13:00
"67551",0.234,0,241.06,1,0,0,0,2007-02-01 15:14:00
"67552",0.234,0,241.62,1,0,0,0,2007-02-01 15:15:00
"67553",0.232,0,241.04,1,0,0,0,2007-02-01 15:16:00
"67554",0.232,0,241.14,1,0,0,0,2007-02-01 15:17:00
"67555",0.234,0,241.81,1,0,0,0,2007-02-01 15:18:00
"67556",0.238,0,243.34,1,0,0,0,2007-02-01 15:19:00
"67557",0.236,0,242.95,1,0,0,0,2007-02-01 15:20:00
"67558",0.234,0,241.7,1,0,0,0,2007-02-01 15:21:00
"67559",0.236,0,242.81,1,0,0,0,2007-02-01 15:22:00
"67560",0.236,0,243.16,1,0,0,0,2007-02-01 15:23:00
"67561",0.236,0,242.72,1,0,0,0,2007-02-01 15:24:00
"67562",0.236,0,242.86,1,0,0,0,2007-02-01 15:25:00
"67563",0.236,0,242.46,1,0,0,0,2007-02-01 15:26:00
"67564",0.238,0,243.24,1,0,0,0,2007-02-01 15:27:00
"67565",0.234,0,242.18,1,0,0,0,2007-02-01 15:28:00
"67566",0.238,0,243.81,1,0,0,0,2007-02-01 15:29:00
"67567",0.318,0.1,244.39,1.4,0,0,0,2007-02-01 15:30:00
"67568",0.35,0.154,244.16,1.6,0,0,0,2007-02-01 15:31:00
"67569",0.346,0.154,244.18,1.6,0,0,0,2007-02-01 15:32:00
"67570",0.344,0.15,243.48,1.6,0,0,0,2007-02-01 15:33:00
"67571",0.344,0.154,244.09,1.6,0,0,0,2007-02-01 15:34:00
"67572",0.34,0.152,243.74,1.6,0,0,0,2007-02-01 15:35:00
"67573",0.34,0.154,244.19,1.6,0,0,0,2007-02-01 15:36:00
"67574",0.34,0.158,244.62,1.6,0,0,0,2007-02-01 15:37:00
"67575",0.338,0.158,244.63,1.6,0,0,0,2007-02-01 15:38:00
"67576",0.336,0.152,243.58,1.4,0,0,0,2007-02-01 15:39:00
"67577",0.334,0.148,243.04,1.4,0,0,0,2007-02-01 15:40:00
"67578",0.332,0.146,242.68,1.4,0,0,0,2007-02-01 15:41:00
"67579",0.334,0.152,243.85,1.4,0,0,0,2007-02-01 15:42:00
"67580",0.332,0.148,243.13,1.4,0,0,0,2007-02-01 15:43:00
"67581",0.334,0.152,243.93,1.4,0,0,0,2007-02-01 15:44:00
"67582",0.326,0.142,243.96,1.4,0,0,0,2007-02-01 15:45:00
"67583",0.238,0,243.39,1,0,0,0,2007-02-01 15:46:00
"67584",0.238,0,243.46,1,0,0,0,2007-02-01 15:47:00
"67585",0.24,0,244.4,1,0,0,0,2007-02-01 15:48:00
"67586",0.242,0,244.28,1,0,0,0,2007-02-01 15:49:00
"67587",0.324,0.1,244.15,1.6,0,0,0,2007-02-01 15:50:00
"67588",0.322,0.118,243.18,1.4,0,0,0,2007-02-01 15:51:00
"67589",0.318,0.118,243.24,1.4,0,0,0,2007-02-01 15:52:00
"67590",0.312,0.114,242.64,1.4,0,0,0,2007-02-01 15:53:00
"67591",0.312,0.116,242.92,1.4,0,0,0,2007-02-01 15:54:00
"67592",0.31,0.112,242.15,1.4,0,0,0,2007-02-01 15:55:00
"67593",0.31,0.116,242.9,1.4,0,0,0,2007-02-01 15:56:00
"67594",0.308,0.116,243,1.4,0,0,0,2007-02-01 15:57:00
"67595",0.308,0.116,243.1,1.4,0,0,0,2007-02-01 15:58:00
"67596",0.308,0.116,243.1,1.4,0,0,0,2007-02-01 15:59:00
"67597",0.308,0.12,243.7,1.4,0,0,0,2007-02-01 16:00:00
"67598",0.24,0,243.11,1,0,0,0,2007-02-01 16:01:00
"67599",0.236,0,243.15,1,0,0,0,2007-02-01 16:02:00
"67600",0.236,0,242.95,1,0,0,0,2007-02-01 16:03:00
"67601",0.24,0,243.32,1,0,0,0,2007-02-01 16:04:00
"67602",0.244,0,243.14,1,0,0,0,2007-02-01 16:05:00
"67603",0.244,0,242.88,1,0,0,0,2007-02-01 16:06:00
"67604",0.244,0,243.07,1,0,0,0,2007-02-01 16:07:00
"67605",0.244,0,243.03,1,0,0,0,2007-02-01 16:08:00
"67606",0.24,0,241.34,1,0,0,0,2007-02-01 16:09:00
"67607",0.24,0,241.09,1,0,0,0,2007-02-01 16:10:00
"67608",0.3,0.066,242.09,1.4,0,0,0,2007-02-01 16:11:00
"67609",0.346,0.142,242.06,1.6,0,0,0,2007-02-01 16:12:00
"67610",0.38,0.176,241.97,1.8,0,0,0,2007-02-01 16:13:00
"67611",0.422,0.268,242.18,2,0,0,0,2007-02-01 16:14:00
"67612",0.424,0.272,242.91,2,0,2,0,2007-02-01 16:15:00
"67613",0.422,0.276,243.2,2,0,1,0,2007-02-01 16:16:00
"67614",0.42,0.274,242.82,2,0,2,0,2007-02-01 16:17:00
"67615",0.42,0.274,242.9,2,0,1,0,2007-02-01 16:18:00
"67616",0.42,0.268,242.05,2,0,1,0,2007-02-01 16:19:00
"67617",0.424,0.27,242.35,2,0,2,0,2007-02-01 16:20:00
"67618",0.422,0.27,242.25,2,0,1,0,2007-02-01 16:21:00
"67619",0.422,0.272,242.55,2,0,2,0,2007-02-01 16:22:00
"67620",0.424,0.278,243.49,2,0,1,0,2007-02-01 16:23:00
"67621",0.422,0.276,243.35,2,0,1,0,2007-02-01 16:24:00
"67622",0.42,0.274,243.12,2,0,2,0,2007-02-01 16:25:00
"67623",0.42,0.276,243.23,2,0,1,0,2007-02-01 16:26:00
"67624",0.338,0.158,243.29,1.6,0,2,0,2007-02-01 16:27:00
"67625",0.32,0.134,242.61,1.4,0,1,0,2007-02-01 16:28:00
"67626",0.314,0.132,242.32,1.4,0,1,0,2007-02-01 16:29:00
"67627",0.312,0.132,242.26,1.4,0,1,0,2007-02-01 16:30:00
"67628",0.31,0.128,241.74,1.4,0,2,0,2007-02-01 16:31:00
"67629",0.308,0.124,240.83,1.4,0,1,0,2007-02-01 16:32:00
"67630",0.308,0.126,241.05,1.4,0,1,0,2007-02-01 16:33:00
"67631",0.312,0.13,241.86,1.4,0,2,0,2007-02-01 16:34:00
"67632",0.316,0.132,242.36,1.4,0,1,0,2007-02-01 16:35:00
"67633",0.314,0.13,242.03,1.4,0,1,0,2007-02-01 16:36:00
"67634",0.39,0.212,242.04,2,0,1,0,2007-02-01 16:37:00
"67635",0.39,0.238,242.28,1.8,0,1,0,2007-02-01 16:38:00
"67636",0.392,0.24,242.75,1.8,0,2,0,2007-02-01 16:39:00
"67637",0.39,0.24,242.6,1.8,0,1,0,2007-02-01 16:40:00
"67638",0.39,0.244,243.26,1.8,0,1,0,2007-02-01 16:41:00
"67639",0.39,0.242,243.15,1.8,0,1,0,2007-02-01 16:42:00
"67640",0.324,0.138,243.08,1.4,0,1,0,2007-02-01 16:43:00
"67641",0.308,0.118,243.12,1.4,0,0,0,2007-02-01 16:44:00
"67642",0.308,0.12,243.52,1.4,0,0,0,2007-02-01 16:45:00
"67643",0.306,0.118,243.1,1.4,0,0,0,2007-02-01 16:46:00
"67644",0.306,0.12,243.47,1.4,0,0,0,2007-02-01 16:47:00
"67645",0.248,0,243.8,1,0,0,0,2007-02-01 16:48:00
"67646",0.24,0,243.44,1,0,0,0,2007-02-01 16:49:00
"67647",0.244,0,243.54,1,0,0,0,2007-02-01 16:50:00
"67648",0.244,0,243.91,1,0,0,0,2007-02-01 16:51:00
"67649",0.276,0,244.05,1.2,0,0,0,2007-02-01 16:52:00
"67650",0.356,0.152,243.7,1.6,0,0,0,2007-02-01 16:53:00
"67651",0.352,0.148,243.21,1.6,0,0,0,2007-02-01 16:54:00
"67652",0.35,0.15,243.36,1.6,0,0,0,2007-02-01 16:55:00
"67653",0.348,0.152,243.94,1.6,0,0,0,2007-02-01 16:56:00
"67654",0.342,0.158,244.89,1.6,0,0,0,2007-02-01 16:57:00
"67655",0.342,0.16,245.3,1.6,0,0,0,2007-02-01 16:58:00
"67656",0.342,0.16,245.34,1.6,0,0,0,2007-02-01 16:59:00
"67657",0.34,0.16,245.32,1.6,0,0,0,2007-02-01 17:00:00
"67658",0.336,0.152,243.87,1.4,0,0,0,2007-02-01 17:01:00
"67659",0.334,0.152,243.91,1.4,0,0,0,2007-02-01 17:02:00
"67660",0.332,0.148,243.31,1.4,0,0,0,2007-02-01 17:03:00
"67661",0.334,0.15,243.31,1.4,0,0,0,2007-02-01 17:04:00
"67662",0.336,0.146,242.63,1.4,0,0,0,2007-02-01 17:05:00
"67663",0.334,0.144,241.89,1.4,0,0,0,2007-02-01 17:06:00
"67664",0.332,0.138,240.91,1.4,0,0,0,2007-02-01 17:07:00
"67665",0.282,0.07,240.77,1.2,0,0,0,2007-02-01 17:08:00
"67666",0.232,0,240.83,1,0,0,0,2007-02-01 17:09:00
"67667",0.232,0,240.9,1,0,0,0,2007-02-01 17:10:00
"67668",0.234,0,242.09,1,0,0,0,2007-02-01 17:11:00
"67669",0.234,0,242.6,1,0,0,0,2007-02-01 17:12:00
"67670",0.234,0,242.07,1,0,0,0,2007-02-01 17:13:00
"67671",0.232,0,241.63,1,0,0,0,2007-02-01 17:14:00
"67672",0.234,0,241.96,1,0,0,0,2007-02-01 17:15:00
"67673",0.232,0,241.57,1,0,0,0,2007-02-01 17:16:00
"67674",0.232,0,241.39,1,0,0,0,2007-02-01 17:17:00
"67675",0.47,0,241.11,2,0,0,0,2007-02-01 17:18:00
"67676",0.53,0,241.57,2.2,0,0,0,2007-02-01 17:19:00
"67677",0.528,0,241.21,2.2,0,0,0,2007-02-01 17:20:00
"67678",0.528,0,241.18,2.2,0,0,0,2007-02-01 17:21:00
"67679",0.53,0,241.79,2.2,0,0,0,2007-02-01 17:22:00
"67680",0.53,0,241.72,2.2,0,0,0,2007-02-01 17:23:00
"67681",0.606,0.086,240.62,2.6,0,0,0,2007-02-01 17:24:00
"67682",0.604,0.106,241.51,2.4,0,0,0,2007-02-01 17:25:00
"67683",0.872,0.096,240.67,3.6,0,0,0,2007-02-01 17:26:00
"67684",0.924,0.094,240.17,3.8,0,0,0,2007-02-01 17:27:00
"67685",0.922,0.092,239.79,3.8,0,0,0,2007-02-01 17:28:00
"67686",0.922,0.094,240.14,3.8,0,0,0,2007-02-01 17:29:00
"67687",0.924,0.096,240.39,3.8,0,0,0,2007-02-01 17:30:00
"67688",0.934,0.098,240.95,3.8,0,0,0,2007-02-01 17:31:00
"67689",0.948,0.098,241.41,3.8,0,0,0,2007-02-01 17:32:00
"67690",0.972,0.128,241.33,4,0,0,0,2007-02-01 17:33:00
"67691",1.04,0.234,241.62,4.4,0,0,0,2007-02-01 17:34:00
"67692",1.034,0.232,241.31,4.4,0,0,0,2007-02-01 17:35:00
"67693",1.03,0.232,241.02,4.4,0,0,0,2007-02-01 17:36:00
"67694",1.028,0.232,241.13,4.4,0,0,0,2007-02-01 17:37:00
"67695",1.056,0.228,240.49,4.4,0,0,0,2007-02-01 17:38:00
"67696",1.062,0.218,238.86,4.4,0,0,0,2007-02-01 17:39:00
"67697",1.268,0.216,239.02,5.4,0,0,0,2007-02-01 17:40:00
"67698",1.242,0.22,239.61,5.2,0,0,0,2007-02-01 17:41:00
"67699",1.01,0.222,239.3,4.2,0,0,0,2007-02-01 17:42:00
"67700",1.01,0.224,239.49,4.2,0,0,0,2007-02-01 17:43:00
"67701",1.01,0.224,239.48,4.2,0,0,0,2007-02-01 17:44:00
"67702",1.012,0.226,240.02,4.2,0,0,0,2007-02-01 17:45:00
"67703",1.008,0.224,239.7,4.2,0,0,0,2007-02-01 17:46:00
"67704",1.192,0.27,239.4,5.4,0,0,0,2007-02-01 17:47:00
"67705",1.626,0.316,239.16,7,0,0,0,2007-02-01 17:48:00
"67706",1.354,0.23,239.57,5.6,0,0,0,2007-02-01 17:49:00
"67707",1.33,0.192,239.99,5.6,0,0,0,2007-02-01 17:50:00
"67708",1.292,0.13,239.99,5.4,0,0,0,2007-02-01 17:51:00
"67709",1.506,0.07,239.77,6.2,0,0,0,2007-02-01 17:52:00
"67710",1.374,0,239.15,5.8,0,0,0,2007-02-01 17:53:00
"67711",1.46,0,238.87,6,0,0,0,2007-02-01 17:54:00
"67712",1.462,0,239.11,6,0,0,0,2007-02-01 17:55:00
"67713",1.272,0,239.54,5.2,0,0,0,2007-02-01 17:56:00
"67714",1.286,0,239.93,5.2,0,0,0,2007-02-01 17:57:00
"67715",1.282,0,239.7,5.2,0,0,0,2007-02-01 17:58:00
"67716",1.278,0,239.26,5.2,0,0,0,2007-02-01 17:59:00
"67717",1.48,0,238.99,6.4,0,0,2,2007-02-01 18:00:00
"67718",2.348,0,237.29,9.8,0,0,18,2007-02-01 18:01:00
"67719",2.334,0,237.28,9.8,0,0,18,2007-02-01 18:02:00
"67720",2.324,0,237.47,9.8,0,0,17,2007-02-01 18:03:00
"67721",2.32,0,237.72,9.6,0,0,18,2007-02-01 18:04:00
"67722",2.312,0,237.51,9.6,0,0,17,2007-02-01 18:05:00
"67723",2.322,0,238.18,9.6,0,0,18,2007-02-01 18:06:00
"67724",2.332,0,238.86,9.6,0,0,17,2007-02-01 18:07:00
"67725",2.33,0,238.86,9.6,0,0,18,2007-02-01 18:08:00
"67726",2.33,0,238.83,9.6,0,0,17,2007-02-01 18:09:00
"67727",2.312,0,237.86,9.6,0,0,18,2007-02-01 18:10:00
"67728",2.304,0,237.39,9.6,0,0,17,2007-02-01 18:11:00
"67729",2.38,0,238.84,10,0,0,17,2007-02-01 18:12:00
"67730",2.43,0.114,238.52,10.2,0,0,18,2007-02-01 18:13:00
"67731",2.428,0.114,238.66,10.2,0,0,17,2007-02-01 18:14:00
"67732",2.416,0.112,238.09,10,0,0,18,2007-02-01 18:15:00
"67733",2.394,0.108,236.9,10,0,0,17,2007-02-01 18:16:00
"67734",2.396,0.108,237.05,10,0,0,17,2007-02-01 18:17:00
"67735",2.428,0.122,237.73,10.2,0,0,18,2007-02-01 18:18:00
"67736",2.496,0.234,238.25,10.4,0,0,17,2007-02-01 18:19:00
"67737",2.502,0.236,238.6,10.4,0,1,17,2007-02-01 18:20:00
"67738",2.48,0.23,237.67,10.4,0,2,18,2007-02-01 18:21:00
"67739",2.48,0.23,237.63,10.4,0,1,17,2007-02-01 18:22:00
"67740",2.558,0.316,237.5,10.8,0,2,17,2007-02-01 18:23:00
"67741",2.542,0.326,237.07,10.8,0,1,18,2007-02-01 18:24:00
"67742",2.554,0.33,237.76,10.8,0,1,17,2007-02-01 18:25:00
"67743",2.558,0.332,238.08,10.8,0,2,17,2007-02-01 18:26:00
"67744",2.548,0.33,237.57,10.8,0,1,18,2007-02-01 18:27:00
"67745",2.548,0.328,237.42,10.8,0,2,17,2007-02-01 18:28:00
"67746",2.778,0.368,238.13,11.6,0,1,17,2007-02-01 18:29:00
